CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
22091,NURS,03308, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,PHARMACOLOGY OF NURSING,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22071,NURS,03309, 1C,"Module Three ... 
21-JAN to 17-MAR",Online,TOPICS IN HEALTH CARE ETHICS,"Ruckdeschel, Angela Renee",   ,Online,,3,30,0,0,0,30,0,0,0,
22075,NURS,03309, 2C,"Module Four ... 
18-MAR to 12-MAY",Online,TOPICS IN HEALTH CARE ETHICS,"Ruckdeschel, Angela Renee",   ,Online,,3,30,0,0,0,30,0,0,0,
22076,NURS,03400, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,"HOLISTIC NUR PHIL, THEORY, ETH","McDonald, Carmen",   ,Online,,3,30,0,0,0,30,0,0,0,
22092,NURS,03401, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"COMMUNITY HEALTH NURSINGSentinel City will be required for this course.CastleBranch is required prior to the 1st day of class.Current Individual Professional Liability is requiredprior to the 1st day of class.
","Galosi, Gina Marie",   ,Online,,6,30,0,0,0,30,0,0,0,
22093,NURS,03401, 2C,"Full Term ... 
21-JAN to 09-MAY",Online,"COMMUNITY HEALTH NURSINGSentinel City will be required for this course.CastleBranch is required prior to the 1st day of class.Current Individual Professional Liability is requiredprior to the 1st day of class.
","Galosi, Gina Marie",   ,Online,,6,30,0,0,0,30,0,0,0,
22094,NURS,03403, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,NURS CARE DELIVERY SYSTS,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22095,NURS,03403, 2C,"Full Term ... 
21-JAN to 09-MAY",Online,NURS CARE DELIVERY SYSTS,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22077,NURS,03404, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,RSRCH APPS IN NURS PRACTICE-WI,"Ruckdeschel, Angela Renee",   ,Online,,3,30,0,0,0,30,0,0,0,
22078,NURS,03404, 2C,"Module Four ... 
18-MAR to 12-MAY",Online,RSRCH APPS IN NURS PRACTICE-WI,"Galosi, Gina Marie",   ,Online,,3,30,0,0,0,30,0,0,0,
22079,NURS,03405, 1C,"Module Four ... 
18-MAR to 12-MAY",Online,HEALTH CARE POLICY/FINANCE,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22080,NURS,03405, 2C,"Module Four ... 
18-MAR to 12-MAY",Online,HEALTH CARE POLICY/FINANCE,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22072,NURS,03409, 1C,"Module Three ... 
21-JAN to 17-MAR",Online,HOLISTIC THERA HEAL  CUL DIV,"McDonald, Carmen",   ,Online,,3,30,0,0,0,30,0,0,0,
22096,NURS,05500, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,INTEGRATED INFO TECH HLTH CARE,"Granada Chmielewski, Liezel",   ,Online,,3,30,0,0,0,30,0,0,0,
22063,NURS,05501, 1C,"Full Term ... 
21-JAN to 09-MAY",Day,ADVANCED HEALTH ASSESSMENT,STAFF,W       1700 2020   (Class),Stratford,,3,30,0,0,0,30,0,0,0,
22098,NURS,05503, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,ADVANCED NURSING RESEARCH,STAFF,   ,Online,,4,30,0,0,0,30,0,0,0,
22099,NURS,05504, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"ADVANCED PATHOPHYSIOLOGYMSN STUDENTS ONLY
","McDonald, Carmen",   ,Online,,3,30,0,0,0,30,0,0,0,
22100,NURS,05504, 2C,"Full Term ... 
21-JAN to 09-MAY",Online,"ADVANCED PATHOPHYSIOLOGYRN to BSN and 3+1 Students ONLY
",STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22101,NURS,05505, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"ADVANCED PHARMACOLOGYMSN STUDENTS ONLY
","Mordecai, Melissa",   ,Online,,3,30,0,0,0,30,0,0,0,
22103,NURS,05505, 2C,"Full Term ... 
21-JAN to 09-MAY",Online,"ADVANCED PHARMACOLOGYRN to BSN and 3+1 Students ONLY
","Mordecai, Melissa",   ,Online,,3,30,0,0,0,30,0,0,0,
22104,NURS,05506, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,LRN ASMNT IN CLSRM  CLNCL ENV,"McDonald, Carmen",   ,Online,,3,30,0,0,0,30,0,0,0,
22105,NURS,05507, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,LEADERSHIP  CARE DEL ENVIRON,"McDonald, Carmen",   ,Online,,3,30,0,0,0,30,0,0,0,
22106,NURS,05508, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,SPECIAL ISSUES/TRENDS NURSING,"McDonald, Carmen",   ,Online,,3,30,0,0,0,30,0,0,0,
22108,NURS,05515, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"NURS EDU: PRAC ENVIRONMENT IISpecial Independent Study
",STAFF,   ,Online,,4,30,0,0,0,30,0,0,0,
22107,NURS,05516, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,EPID HLT PROMO  DISE MGMT,"Kaspar, Matthew William",   ,Online,,2,30,0,0,0,30,0,0,0,
22064,NURS,05534, 1C,"Full Term ... 
21-JAN to 09-MAY",Evening,EV BSD CC ADULT GERON AC NP I,"Mordecai, Melissa",R       1700 2020 VCTRIA 302 (Class),Main,,3,28,0,0,0,28,0,0,0,28
22081,NURS,05535, 1C,"Full Term ... 
21-JAN to 09-MAY",Day,AGACNP ADULT MEDICIN CLINCL II,"Montanez Cathey, Marcia Delia
Mordecai, Melissa
Paolini, Jonathan F
",   ,Off-campus,,3,30,0,0,0,30,0,0,0,
22082,NURS,05544, 1C,"Full Term ... 
21-JAN to 09-MAY",Day,FNP WOMEN HLTH/PEDIATRICS CLIN,"Bocchicchio, Karen Ann
Kaspar, Matthew William
Fulton, Valerie Dawn
Marinucci, Angela
",   ,Off-campus,,3,30,0,0,0,30,0,0,0,
22070,NURS,05546, 1C,"Full Term ... 
21-JAN to 09-MAY",Evening,WOMEN'S HEALTH  PEDIATRICS,"Kaspar, Matthew William",W       1700 2020   (Class),Main,,3,0,0,0,0,0,0,0,0,
22109,NURS,05551, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"THEO FNDN OF PSYCHOTHERAPYSpecial Independent Study
","White, Robert S.",   ,Online,,3,1,0,0,0,1,0,0,0,
22110,NURS,05552, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,BIOPSYCHOSOC ASSESS/DIFF DIAG,"White, Robert S.",   ,Online,,3,30,0,0,0,30,0,0,0,
22111,NURS,05553, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"PRIN PSYCPHARM ACROSS LIFESPANSpecial Independent Study
","White, Robert S.",   ,Online,,3,0,0,0,0,0,0,0,0,
22112,NURS,05556, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,PMHNP BEHAVIOR THEORY II,"White, Robert S.",   ,Online,,3,30,0,0,0,30,0,0,0,
22087,NURS,05557, 1C,"Full Term ... 
21-JAN to 09-MAY",Day,PMHNP CLINICAL PRACTICUM II,"Johnson-mason, Tyreasea A
White, Robert S.
",   ,Off-campus,,3,30,0,0,0,30,0,0,0,
22088,NURS,05561, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,ROLE NURSE EXC-THR  PRAC,STAFF,   ,Online,,3,30,0,0,0,30,0,0,0,
22113,NURS,05564, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,"HLTHCRE ECONOMICS FOR NUR EXSpecial Independent Study
","Glendening, Jennifer L",   ,Online,,4,30,0,0,0,30,0,0,0,
23029,NUT,00200,  1,"Full Term ... 
21-JAN to 09-MAY",Day,BASIC NUTRITION,"Lampert, Samantha",MW      1400 1515 JAMES 1019 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23030,NUT,00200,  2,"Full Term ... 
21-JAN to 09-MAY",Online,BASIC NUTRITION,"Lampert, Samantha",   ,Online,,3,35,0,0,0,35,0,0,0,
23031,NUT,00200,  3,"Full Term ... 
21-JAN to 09-MAY",Day,BASIC NUTRITION,"Gallaher, Gina","F       1100 1215 JAMES 1019 (Class)
F       1230 1345 JAMES 1019 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
23032,NUT,00200,  4,"Full Term ... 
21-JAN to 09-MAY",Evening,BASIC NUTRITION,"Gallaher, Gina","T       1700 1815 JAMES 1146 (Class)
T       1830 1945 JAMES 1146 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
23038,NUT,00200,  5,"Full Term ... 
21-JAN to 09-MAY",Online,BASIC NUTRITION,"Mann, Douglas P.",   ,Online,,3,35,0,0,0,35,0,0,0,
23039,NUT,00200,  6,"Full Term ... 
21-JAN to 09-MAY",Online,BASIC NUTRITION,"Mann, Douglas P.",   ,Online,,3,35,0,0,0,35,0,0,0,
23040,NUT,00200,  7,"Full Term ... 
21-JAN to 09-MAY",Online,BASIC NUTRITION,"Schetler, April K",   ,Online,,3,35,0,0,0,35,0,0,0,
23041,NUT,00200,  8,"Full Term ... 
21-JAN to 09-MAY",Online,BASIC NUTRITION,"Schetler, April K",   ,Online,,3,35,0,0,0,35,0,0,0,
23045,NUT,00200,  9,"Full Term ... 
21-JAN to 09-MAY",Online,BASIC NUTRITION,"Musero, Talia R.",   ,Online,,3,35,0,0,0,35,0,0,0,
23066,NUT,00230,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,INTRO NUTRITION PROFESSIONS,"LoBuono, Dara Lyn","R       1700 1815 JAMES 1056 (Class)
R       1830 1945 JAMES 1056 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
23067,NUT,00300,  1,"Full Term ... 
21-JAN to 09-MAY",Day,LIFECYCLE NUTRITION,"Lampert, Samantha",MW      1530 1645 JAMES 1056 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23068,NUT,00310,  1,"Full Term ... 
21-JAN to 09-MAY",Day,MGMT FOOD  NUTRITION SERVICES,"Lampert, Samantha",MW      1100 1215 JAMES 1056 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23069,NUT,00320,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,TECHNIQUES OF FOOD PREPARATION,"Lampert, Samantha","R       1700 1815 JAMES 2096 (Class)
R       1830 1945 JAMES 2096 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
23070,NUT,00340,  1,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION THERAPY II,"Heuser, Kristen Lee",TR      1530 1645 LBRARY 578 (Class),Main,,3,20,0,0,0,20,0,0,0,32
23084,NUT,00341,  1,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION THERAPY 2 LABORATORY,"Heuser, Kristen Lee",F       1100 1215 JAMES 2096 (Class),Main,,1,9,0,0,0,9,0,0,0,30
23085,NUT,00341,  2,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION THERAPY 2 LABORATORY,"Heuser, Kristen Lee",F       1230 1345 JAMES 2096 (Class),Main,,1,9,0,0,0,9,0,0,0,30
23086,NUT,00350,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,COMMUNITY NUTRITION,STAFF,"T       1700 1815 JAMES 2097 (Class)
T       1830 1945 JAMES 2097 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
24034,NUT,00360,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,HUMAN METABOLISM IN NUTRITION,"Klein, Dylan J","M       1700 1815 JAMES 2097 (Class)
M       1830 1945 JAMES 2097 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
24539,NUT,00410,  1,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION AND PUBLIC HEALTH,STAFF,"F       0800 0915 JAMES 2096 (Class)
F       0930 1045 JAMES 2096 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
23088,NUT,00415,  1,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION FOR FITNESS,"Reidenauer, Maureen A.",TR      0800 0915 JAMES 2102 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23089,NUT,00415,  2,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION FOR FITNESS,"Klein, Dylan J",TR      1530 1645 JAMES 1056 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23091,NUT,00415,  3,"Full Term ... 
21-JAN to 09-MAY",Day,NUTRITION FOR FITNESS,"Reidenauer, Maureen A.",TR      1100 1215 JAMES 1019 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23094,NUT,00420,  1,"Full Term ... 
21-JAN to 09-MAY",Evening,CONTEMP ISSUES IN NUTRITION,STAFF,"R       1700 1815 JAMES 1019 (Class)
R       1830 1945 JAMES 1019 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
23095,NUT,00420,  2,"Full Term ... 
21-JAN to 09-MAY",Day,CONTEMP ISSUES IN NUTRITION,"Reidenauer, Maureen A.","F       0800 0915 JAMES 1019 (Class)
F       0930 1045 JAMES 1019 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
23096,NUT,00425,  1,"Full Term ... 
21-JAN to 09-MAY",Day,PRINCIPLES OF FOOD SCIENCE,"Lampert, Samantha",MW      0800 0915 JAMES 1056 (Class),Main,,3,30,0,0,0,30,0,0,0,36
23097,NUT,00465,  1,"Full Term ... 
21-JAN to 09-MAY",Day,MATERNAL AND CHILD NUTRITION,"LoBuono, Dara Lyn",MW      1400 1515 JAMES 1146 (Class),Main,,3,30,0,0,0,30,0,0,0,30
23098,NUT,00484,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SENIOR SEMINAR IN NUTRITION,"Dwyer, Laurie L.",TR      0930 1045 JAMES 1146 (Class),Main,,3,30,0,0,0,30,0,0,0,30
23100,NUT,00485,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SENIOR INTERNSHIP IN NUTRITION,"Heuser, Kristen Lee",   ,Off-campus,,6,8,0,0,0,8,0,0,0,
23101,NUT,00485,  2,"Full Term ... 
21-JAN to 09-MAY",Day,SENIOR INTERNSHIP IN NUTRITION,STAFF,   ,Off-campus,,6,0,0,0,0,0,0,0,0,
23102,NUT,00495,  1,"Full Term ... 
21-JAN to 09-MAY",Day,MICRONUTRIENT METABOLISM,"Klein, Dylan J",TR      1400 1515 JAMES 1019 (Class),Main,,3,30,0,0,0,30,0,0,0,36
24537,NUT,00501, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,NUTRITION RESEARCH SEMINAR,STAFF,   ,Online,,1,25,0,0,0,25,0,0,0,
24538,NUT,00518, 1C,"Full Term ... 
21-JAN to 09-MAY",Online,NUTRITION AND EPIDEMIOLOGY,STAFF,   ,Online,,3,25,0,0,0,25,0,0,0,
23104,NUT,00520,  1,"Full Term ... 
21-JAN to 09-MAY",Day,SUPERVISED PRACTICE,"LoBuono, Dara Lyn
Reidenauer, Maureen A.
Wind, Diana P.
Heuser, Kristen Lee
",   ,Off-campus,,6,20,0,0,0,20,0,0,0,
23105,NUT,00530,  1,"Full Term ... 
21-JAN to 09-MAY",Day,MED NUTR THRPY SUPERV PRAC,"Wind, Diana P.
Reidenauer, Maureen A.
Heuser, Kristen Lee
",   ,Off-campus,,6,20,0,0,0,20,0,0,0,
23107,NUT,00530,  2,"Full Term ... 
21-JAN to 09-MAY",Day,MED NUTR THRPY SUPERV PRAC,"Heuser, Kristen Lee",   ,Off-campus,,6,0,0,0,0,0,0,0,0,
22853,OBG,8252M,S20,"RowanSOM Spring Second Year ... 
05-MAY to 29-JUN",Day,OBSTETRICS  GYNECOLOGY,"Vogiatzidakis, Sophia I",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22882,OBG,8252M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,OBSTETRICS  GYNECOLOGY,"Vogiatzidakis, Sophia I",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22906,OBG,9250M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,GYNECOLOGIC SURGERY,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22907,OBG,9252M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,OB/GYN SUBSPECIALTY,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22854,OSCI,8270M,S20,"RowanSOM Spring Second Year ... 
05-MAY to 29-JUN",Day,OSTEO MANIPULATIVE MED,"Cooley, Danielle Lynn",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22883,OSCI,8270M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,OSTEO MANIPULATIVE MED,"Cooley, Danielle Lynn",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22908,OSCI,9271M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,OSTEO PRINC  PRACTICE B,"Cooley, Danielle Lynn",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22828,OST,6007M,S10,"RowanSOM Spring First Year ... 
06-JAN to 30-MAY",Day,MEDICAL SPANISH (ELECTIVE),"Torres, Jonathan W",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22829,OST,6131M,S10,"RowanSOM Spring First Year ... 
06-JAN to 30-MAY",Day,MEDICAL SCHOLARSHIP I B,"Whelihan, Kate",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22830,OST,6141M,S10,"RowanSOM Spring First Year ... 
06-JAN to 30-MAY",Day,OSTEOPATHIC CLIN SKILLS I B,"Bailey, James W.
Plasner, Samantha Mara
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22831,OST,6150M,S10,"RowanSOM Spring First Year ... 
21-APR to 27-APR",Day,HEALTH SYSTEMS SCIENCE I,"Gupta, Adarsh K",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22855,OST,7150M,S20,"RowanSOM Spring Second Year ... 
30-JUN to 06-JUL",Day,HEALTH SYSTEMS SCIENCE II,"Gupta, Adarsh K",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22856,OST,7160M,S20,"RowanSOM Spring Second Year ... 
06-JAN to 20-APR",Day,MS II BENCHMARK OSCE,"Brolis, Nils Viesturs",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22857,OST,7170M,S20,"RowanSOM Spring Second Year ... 
10-FEB to 30-MAR",Day,EPIDEMIOLOGY/BIOSTATISTICS,"Hurst, Daniel J.",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22858,OST,7180M,S20,"RowanSOM Spring Second Year ... 
21-APR to 04-MAY",Day,CLERKSHIP CLINICAL SKILLS,"Tartaglia, Michele",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22859,OST,7500M,S20,"RowanSOM Spring Second Year ... 
13-JAN to 02-FEB",Day,LIFE SPAN: PEDS  GERI,"Kadrmas-Iannuzzi, Tanya
Overbeck, Kevin Joseph
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22880,OST,8005M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22881,OST,8005M,S31,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22884,OST,8009M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 11-MAY",Day,MS III CAPSTONE OSCE,"Brolis, Nils Viesturs",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22885,OST,8100M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,INDIVIDUAL LEARNING,"Fischer, Jennifer",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22886,OST,8130M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 11-MAY",Day,MEDICAL SCHOLARSHIP III,"Venkataraman, Venkateswar",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22860,OST,8420M,S20,"RowanSOM Spring Second Year ... 
05-MAY to 29-JUN",Day,NEUROMUSCULAR MED/PAIN MGT,"Mobley, Aleesa M
Sturr, Marianne
Pigott, Tyler
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22887,OST,8420M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,NEUROMUSCULAR MED/PAIN MGT,"Mobley, Aleesa M
Sturr, Marianne
Pigott, Tyler
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22909,OST,9003M,42Z,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,BIOMEDICAL ETHICS ONLINE ELEC,"Hurst, Daniel J.",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22911,OST,9005M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22912,OST,9005M,S41,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22913,OST,9005M,S42,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22914,OST,9005M,S43,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22915,OST,9005M,S44,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22916,OST,9005M,S45,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ELECTIVE:,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22917,OST,9006M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,SUPERNUMERARY/IND STUDY,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22918,OST,9007M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,INDEPENDENT STUDY,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22919,OST,9013M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,MILITARY LEADERSHIP ELECTIVE,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22920,OST,9014M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,POINT OF CARE ULTRASOUND ELEC,"Brolis, Nils Viesturs
Deiling, Kathleen A.
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22921,OST,9015M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,ACADEMIC MEDICINE ELECTIVE,"Channell, Millicent King",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22922,OST,9016M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,RESEARCH SCHOLAR ELECTIVE,"Venkataraman, Venkateswar",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22923,OST,9019M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,MEDICAL HUMANITIES B,"Hurst, Daniel J.",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22924,OST,9130M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,MEDICAL SCHOLARSHIP IV,"Venkataraman, Venkateswar",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22925,OST,9180M,S40,"RowanSOM Spring Fourth Year ... 
24-MAR to 06-APR",Day,TRANSITION TO RESIDENCY,"Brolis, Nils Viesturs",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22832,PBL,6001M,S10,"RowanSOM Spring First Year ... 
06-JAN to 09-FEB",Day,PULMONOLOGY I,"Janora, Deanna
Houbaviy, Hristo
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22833,PBL,6001M,SS1,"RowanSOM Spring First Year ... 
06-JAN to 09-FEB",Day,PULMONOLOGY I,"Janora, Deanna
Houbaviy, Hristo
",   ,SOM at Sewell,,1,999,0,0,0,999,0,0,0,
22834,PBL,6002M,S10,"RowanSOM Spring First Year ... 
10-FEB to 23-MAR",Day,CARDIOLOGY  NEPHROLOGY I,"Janora, Deanna
Milani, Katharine Jean
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22835,PBL,6002M,SS1,"RowanSOM Spring First Year ... 
10-FEB to 23-MAR",Day,CARDIOLOGY  NEPHROLOGY I,"Janora, Deanna
Milani, Katharine Jean
",   ,SOM at Sewell,,1,999,0,0,0,999,0,0,0,
22836,PBL,6004M,S10,"RowanSOM Spring First Year ... 
31-MAR to 25-MAY",Day,ENDO/REPRO I,"Markov, Dmitriy
Janora, Deanna
Zambito, Dana A
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22837,PBL,6004M,SS1,"RowanSOM Spring First Year ... 
31-MAR to 25-MAY",Day,ENDO/REPRO I,"Markov, Dmitriy
Janora, Deanna
Zambito, Dana A
",   ,SOM at Sewell,,1,999,0,0,0,999,0,0,0,
22838,PBL,6146M,S10,"RowanSOM Spring First Year ... 
06-JAN to 30-MAY",Day,OSTEO CLIN SKILLS I B (PBL),"Janora, Deanna
Cooley, Danielle Lynn
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22839,PBL,6146M,SS1,"RowanSOM Spring First Year ... 
06-JAN to 30-MAY",Day,OSTEO CLIN SKILLS I B (PBL),"Janora, Deanna
Cooley, Danielle Lynn
",   ,SOM at Sewell,,1,999,0,0,0,999,0,0,0,
22861,PBL,7007M,S20,"RowanSOM Spring Second Year ... 
06-JAN to 02-FEB",Day,NEUROSCI  BEHAV HEALTH II B,"Sturr, Marianne",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22862,PBL,7007M,SS2,"RowanSOM Spring Second Year ... 
06-JAN to 02-FEB",Day,NEUROSCI  BEHAV HEALTH II B,"Sturr, Marianne",   ,SOM at Sewell,,1,999,0,0,0,999,0,0,0,
22863,PBL,7146M,S20,"RowanSOM Spring Second Year ... 
06-JAN to 30-MAR",Day,OSTEO CLIN SKILLS II B (PBL),"Janora, Deanna
Cooley, Danielle Lynn
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22865,PBL,7146M,SS2,"RowanSOM Spring Second Year ... 
06-JAN to 30-MAR",Day,OSTEO CLIN SKILLS II B (PBL),"Janora, Deanna
Cooley, Danielle Lynn
",   ,SOM at Sewell,,1,999,0,0,0,999,0,0,0,
22866,PEDS,8302M,S20,"RowanSOM Spring Second Year ... 
05-MAY to 29-JUN",Day,PEDIATRICS,"Deutsch, Lauren Hillary
Kadrmas-Iannuzzi, Tanya
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22888,PEDS,8302M,S30,"RowanSOM Spring Third Year ... 
06-JAN to 27-APR",Day,PEDIATRICS,"Deutsch, Lauren Hillary
Kadrmas-Iannuzzi, Tanya
",   ,Stratford,,1,999,0,0,0,999,0,0,0,
22926,PEDS,9300M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,PEDIATRIC EMERGENCY MEDICINE,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
22927,PEDS,9302M,S40,"RowanSOM Spring Fourth Year ... 
16-DEC to 15-MAY",Day,PEDIATRICS SUBSPECIALTY,STAFF,   ,Stratford,,1,999,0,0,0,999,0,0,0,
21275,PHIL,09110,  1,"Full Term ... 
21-JAN to 09-MAY",Day,LOGIC OF EVERYDAY REASONING,"Shrestha, Amjol Bahadur",MW      0930 1045 SCIENC 338 (Class),Main,,3,30,0,0,0,30,5,0,5,30
